date,zip,territory,people_served_num,smoke_alarms_installed_num,fire_escape_plans_num,additional_hazards_num,year,month,dow,is_weekend
2017-09-11,93114,Central Coast,0,1,0.0,0,2017,9,0,0
2017-12-04,92103,San Diego,2,1,4.0,0,2017,12,0,0
2024-09-11,92366,Inland Empire,7,3,0.0,1,2024,9,2,0
2018-06-21,90140,LA Metro,6,6,0.0,0,2018,6,3,0
2023-05-01,90166,LA Metro,5,5,0.0,0,2023,5,0,0
2017-11-29,90180,LA Metro,5,2,0.0,0,2017,11,2,0
2022-04-26,92581,Inland Empire,2,4,1.0,1,2022,4,1,0
2019-06-02,92159,San Diego,5,3,1.0,0,2019,6,6,1
2022-05-17,92362,Inland Empire,5,2,0.0,0,2022,5,1,0
2019-05-14,90160,LA Metro,11,8,1.0,1,2019,5,1,0
2018-09-30,92384,Inland Empire,9,11,1.0,2,2018,9,6,1
2018-10-08,90170,LA Metro,4,4,0.0,0,2018,10,0,0
2023-05-13,90152,LA Metro,0,0,0.0,0,2023,5,5,1
2022-02-25,93412,Central Coast,2,1,2.0,0,2022,2,4,0
2022-11-25,92563,Inland Empire,4,4,1.0,0,2022,11,4,0
2023-02-21,90184,LA Metro,5,3,0.0,2,2023,2,1,0
2019-11-01,90134,LA Metro,4,4,1.0,0,2019,11,4,0
2021-07-11,90114,LA Metro,1,1,0.0,0,2021,7,6,1
2024-06-18,90011,LA Metro,9,9,0.0,0,2024,6,1,0
2016-02-15,90157,LA Metro,0,0,1.0,0,2016,2,0,0
2023-11-11,92643,Orange County,5,4,1.0,2,2023,11,5,1
2024-08-25,92500,Inland Empire,4,3,0.0,1,2024,8,6,1
2015-05-03,90101,LA Metro,10,7,0.0,1,2015,5,6,1
2025-03-15,93444,Central Coast,11,4,1.0,0,2025,3,5,1
2020-03-26,92479,Inland Empire,0,0,,1,2020,3,3,0
2016-03-20,92786,Orange County,15,10,0.0,0,2016,3,6,1
2017-08-22,91919,San Diego,5,5,0.0,0,2017,8,1,0
2019-10-22,92767,Orange County,8,8,0.0,0,2019,10,1,0
2015-10-22,90020,LA Metro,8,14,0.0,1,2015,10,3,0
2024-03-30,92082,San Diego,1,1,,1,2024,3,5,1
2016-08-07,92679,Orange County,7,5,0.0,0,2016,8,6,1
2015-08-02,92752,Orange County,1,1,0.0,0,2015,8,6,1
2018-06-23,92432,Inland Empire,6,5,0.0,1,2018,6,5,1
2017-10-30,90019,LA Metro,3,4,1.0,0,2017,10,0,0
2022-09-17,90173,LA Metro,0,1,0.0,0,2022,9,5,1
2022-04-22,90187,LA Metro,1,1,0.0,0,2022,4,4,0
2019-06-22,90067,LA Metro,3,1,,1,2019,6,5,1
2015-10-19,92592,Inland Empire,14,11,1.0,1,2015,10,0,0
2023-02-13,90106,LA Metro,3,1,0.0,0,2023,2,0,0
2017-01-11,92633,Orange County,1,1,0.0,0,2017,1,2,0
2023-11-28,91952,San Diego,3,3,,1,2023,11,1,0
2018-04-09,93498,Central Coast,3,3,0.0,0,2018,4,0,0
2020-09-17,92591,Inland Empire,0,1,1.0,0,2020,9,3,0
2022-03-10,90025,LA Metro,4,7,1.0,0,2022,3,3,0
2021-07-02,90059,LA Metro,4,2,2.0,0,2021,7,4,0
2022-04-08,92612,Orange County,1,1,2.0,0,2022,4,4,0
2025-08-31,92465,Inland Empire,8,5,2.0,1,2025,8,6,1
2023-11-29,92056,San Diego-X,8,7,1.0,3,2023,11,2,0
2017-04-17,92354,Inland Empire,7,5,1.0,1,2017,4,0,0
2024-12-31,92447,Inland Empire,0,0,0.0,1,2024,12,1,0
2024-11-15,92471,Inland Empire,2,3,0.0,1,2024,11,4,0
2018-01-07,92618,Orange County,11,5,1.0,0,2018,1,6,1
2024-09-26,90065,LA Metro,6,2,0.0,0,2024,9,3,0
2015-03-12,92111,San Diego,1,0,2.0,1,2015,3,3,0
2021-07-29,92030,San Diego,1,1,1.0,0,2021,7,3,0
2023-03-29,90072,LA Metro,1,1,0.0,0,2023,3,2,0
2021-05-24,92326,Inland Empire,7,3,1.0,0,2021,5,0,0
2015-12-17,93108,Central Coast,0,0,1.0,0,2015,12,3,0
2015-10-05,92573,Inland Empire,4,4,0.0,1,2015,10,0,0
2015-04-29,93402,Central Coast,2,1,0.0,0,2015,4,2,0
2016-03-16,93142,Central Coast,6,4,1.0,0,2016,3,2,0
2023-05-17,92126,San Diego,4,2,0.0,1,2023,5,2,0
2018-05-18,92350,Inland Empire,0,2,1.0,0,2018,5,4,0
2023-03-31,90082,LA Metro,0,0,1.0,0,2023,3,4,0
2021-01-08,91943,San Diego,1,3,0.0,0,2021,1,4,0
2023-08-22,92532,Inland Empire,8,2,0.0,0,2023,8,1,0
2024-08-14,90159,LA Metro,2,1,0.0,0,2024,8,2,0
2023-10-26,90124,LA Metro,12,8,0.0,0,2023,10,3,0
2020-12-08,92014,San Diego,0,0,2.0,1,2020,12,1,0
2016-06-26,91957,San Diego,1,1,1.0,0,2016,6,6,1
2025-08-22,93477,Central Coast,0,1,0.0,0,2025,8,4,0
2018-03-27,92653,Orange County,6,2,1.0,0,2018,3,1,0
2023-10-22,93483,Central Coast,4,2,1.0,1,2023,10,6,1
2016-09-01,93468,Central Coast,0,1,2.0,0,2016,9,3,0
2024-05-07,92640,Orange County,7,8,1.0,0,2024,5,1,0
2015-09-20,92726,Orange County,3,3,0.0,0,2015,9,6,1
2015-01-02,93186,Central Coast,0,1,0.0,0,2015,1,4,0
2016-03-26,90149,LA Metro,3,4,0.0,0,2016,3,5,1
2023-02-26,90107,LA Metro,1,0,2.0,0,2023,2,6,1
2019-10-03,90140,LA Metro,5,4,2.0,0,2019,10,3,0
2022-01-11,90178,LA Metro,0,1,0.0,0,2022,1,1,0
2022-03-26,92614,Orange County,6,6,0.0,2,2022,3,5,1
2017-08-24,90183,LA Metro,0,0,2.0,0,2017,8,3,0
2024-03-09,93124,Central Coast,3,3,1.0,1,2024,3,5,1
2024-05-31,90026,LA Metro,7,6,1.0,1,2024,5,4,0
2024-01-20,92468,Inland Empire,4,1,1.0,0,2024,1,5,1
2021-09-09,90109,LA Metro,3,4,0.0,1,2021,9,3,0
2021-10-20,92157,San Diego,1,1,0.0,0,2021,10,2,0
2016-07-18,90120,LA Metro,0,3,2.0,0,2016,7,0,0
2024-04-22,90039,LA Metro,7,7,0.0,1,2024,4,0,0
2017-10-13,90106,LA Metro,0,1,0.0,0,2017,10,4,0
2022-12-17,90095,LA Metro,5,5,2.0,1,2022,12,5,1
2021-11-19,90055,LA Metro,4,3,1.0,0,2021,11,4,0
2023-07-19,92079,San Diego,0,1,1.0,0,2023,7,2,0
2017-12-22,90004,LA Metro,12,17,0.0,2,2017,12,4,0
2017-09-12,90047,LA Metro,1,2,0.0,1,2017,9,1,0
2024-12-07,90093,LA Metro-X,11,14,0.0,1,2024,12,5,1
2024-03-09,90116,LA Metro,11,10,1.0,0,2024,3,5,1
2025-07-27,92522,Inland Empire,7,4,0.0,0,2025,7,6,1
2023-10-11,92789,Orange County,5,2,1.0,0,2023,10,2,0
2023-11-15,93406,Central Coast,2,1,0.0,2,2023,11,2,0
2025-06-23,90191,LA Metro,2,2,,0,2025,6,0,0
2023-08-14,92425,Inland Empire,0,0,1.0,0,2023,8,0,0
2015-06-09,92790,Orange County,2,1,2.0,1,2015,6,1,0
2015-05-21,90115,LA Metro,4,3,0.0,0,2015,5,3,0
2023-12-23,92771,Orange County,3,2,1.0,0,2023,12,5,1
2019-04-11,90007,LA Metro,4,2,0.0,0,2019,4,3,0
2018-04-01,92436,Inland Empire,5,3,0.0,1,2018,4,6,1
2020-02-04,92559,Inland Empire,2,2,0.0,0,2020,2,1,0
2017-08-06,90035,LA Metro,12,14,2.0,1,2017,8,6,1
2020-01-12,92539,Inland Empire,4,5,1.0,0,2020,1,6,1
2023-03-07,93447,Central Coast,0,1,0.0,0,2023,3,1,0
2017-10-30,92666,Orange County,3,2,2.0,0,2017,10,0,0
2018-05-24,92167,San Diego,7,5,3.0,0,2018,5,3,0
2018-06-03,93415,Central Coast,7,3,2.0,0,2018,6,6,1
2017-11-08,92109,San Diego,1,2,0.0,1,2017,11,2,0
2020-12-17,93404,Central Coast,0,0,1.0,0,2020,12,3,0
2018-02-03,90007,LA Metro,7,6,1.0,0,2018,2,5,1
2017-02-26,92194,San Diego,3,2,0.0,0,2017,2,6,1
2024-04-02,92015,San Diego,6,4,2.0,0,2024,4,1,0
2023-08-05,90096,LA Metro,9,8,1.0,1,2023,8,5,1
2018-03-18,92648,Orange County,3,2,0.0,1,2018,3,6,1
2016-09-30,92345,Inland Empire,1,0,2.0,0,2016,9,4,0
2023-10-25,92326,Inland Empire,0,0,1.0,0,2023,10,2,0
2025-05-29,92311,Inland Empire,1,5,0.0,1,2025,5,3,0
2021-01-22,90195,LA Metro,6,4,0.0,0,2021,1,4,0
2020-07-06,90112,LA Metro,2,4,0.0,0,2020,7,0,0
2019-08-22,92536,InlandEmpire,0,2,2.0,1,2019,8,3,0
2022-03-12,90001,LA Metro,1,5,0.0,0,2022,3,5,1
2025-07-27,92584,Inland Empire,1,1,0.0,0,2025,7,6,1
2022-12-18,92483,Inland Empire,4,2,0.0,0,2022,12,6,1
2023-07-19,90086,LA Metro,20,10,0.0,1,2023,7,2,0
2024-10-28,92656,Orange County,9,4,0.0,1,2024,10,0,0
2018-10-24,90140,LA Metro,9,7,3.0,0,2018,10,2,0
2016-05-18,92460,Inland Empire,0,2,1.0,0,2016,5,2,0
2022-05-18,92572,Inland Empire,10,4,0.0,0,2022,5,2,0
2022-11-05,92362,Inland Empire,0,1,0.0,0,2022,11,5,1
2020-04-08,93400,Central Coast,2,1,0.0,0,2020,4,2,0
2019-06-16,92736,Orange County,20,12,0.0,1,2019,6,6,1
2021-06-03,90192,LA Metro,1,3,2.0,0,2021,6,3,0
2019-05-07,90046,LA Metro,5,4,0.0,0,2019,5,1,0
2023-11-22,92616,Orange County,6,3,0.0,0,2023,11,2,0
2023-07-26,92632,Orange County,2,5,2.0,1,2023,7,2,0
2021-11-28,92734,Orange County,7,5,1.0,0,2021,11,6,1
2018-04-30,93483,Central Coast,1,2,1.0,0,2018,4,0,0
2019-07-21,92057,San Diego,3,2,0.0,0,2019,7,6,1
2021-05-14,92109,San Diego,1,1,2.0,0,2021,5,4,0
2020-08-16,92384,Inland Empire,0,0,1.0,1,2020,8,6,1
2025-05-23,91992,San Diego,9,6,0.0,1,2025,5,4,0
2024-03-28,92672,Orange County,3,4,0.0,0,2024,3,3,0
2015-04-08,90038,LA Metro,7,2,0.0,0,2015,4,2,0
2025-09-04,92418,Inland Empire,2,2,0.0,0,2025,9,3,0
2019-04-07,92794,Orange County,1,1,2.0,1,2019,4,6,1
2022-08-24,92474,Inland Empire,0,2,4.0,0,2022,8,2,0
2018-05-28,92552,Inland Empire,4,3,0.0,0,2018,5,0,0
2024-01-15,90010,LA Metro,1,1,0.0,0,2024,1,0,0
2024-02-10,92084,San Diego,2,2,1.0,0,2024,2,5,1
2022-10-12,92726,Orange County,3,2,0.0,0,2022,10,2,0
2024-05-07,90057,LA Metro,0,0,1.0,0,2024,5,1,0
2016-08-09,92740,Orange County,1,1,0.0,2,2016,8,1,0
2024-10-06,92631,Orange County,3,6,1.0,0,2024,10,6,1
2020-06-04,92686,Orange County,0,1,0.0,0,2020,6,3,0
2024-04-27,92630,Orange County,2,1,0.0,0,2024,4,5,1
2022-05-30,90182,LAMetro,10,6,0.0,0,2022,5,0,0
2016-06-05,93495,Central Coast,1,1,0.0,0,2016,6,6,1
2021-06-29,92419,Inland Empire,9,5,0.0,2,2021,6,1,0
2021-06-03,90155,LA Metro,1,4,2.0,1,2021,6,3,0
2015-12-23,92771,Orange County,9,7,0.0,0,2015,12,2,0
2015-08-29,90152,LA Metro,3,4,2.0,1,2015,8,5,1
2021-09-22,92023,San Diego,2,1,1.0,0,2021,9,2,0
2020-01-04,92652,Orange County,5,4,0.0,2,2020,1,5,1
2016-11-19,92333,Inland Empire-X,3,3,1.0,1,2016,11,5,1
2017-01-29,92543,Inland Empire,5,3,2.0,1,2017,1,6,1
2017-01-06,92413,Inland Empire,0,1,0.0,0,2017,1,4,0
2020-02-04,92576,Inland Empire,3,2,1.0,1,2020,2,1,0
2021-04-14,92503,Inland Empire,7,4,,1,2021,4,2,0
2021-11-26,92762,Orange County,1,2,0.0,0,2021,11,4,0
2022-11-16,90029,LA Metro,6,10,0.0,0,2022,11,2,0
2021-08-09,92375,Inland Empire,0,0,,0,2021,8,0,0
2015-10-27,90020,LA Metro,3,3,1.0,0,2015,10,1,0
2023-07-09,90054,LA Metro,9,4,2.0,0,2023,7,6,1
2023-12-19,92437,Inland Empire,0,1,1.0,2,2023,12,1,0
2020-08-22,90125,LA Metro,2,3,,0,2020,8,5,1
2017-11-12,90063,LA Metro,7,5,1.0,2,2017,11,6,1
2018-11-23,92642,Orange County,6,7,1.0,0,2018,11,4,0
2024-04-17,92343,Inland Empire,5,4,0.0,0,2024,4,2,0
2016-08-20,92720,Orange County,3,2,0.0,0,2016,8,5,1
2025-06-08,92432,Inland Empire,4,3,1.0,0,2025,6,6,1
2024-11-04,92605,Orange County,8,5,0.0,0,2024,11,0,0
2018-01-26,92737,Orange County,1,1,0.0,0,2018,1,4,0
2024-08-12,93481,Central Coast,0,1,0.0,1,2024,8,0,0
2016-07-06,93434,Central Coast,4,1,1.0,0,2016,7,2,0
2018-06-07,93436,Central Coast,0,1,0.0,0,2018,6,3,0
2025-02-20,92568,Inland Empire,0,0,1.0,0,2025,2,3,0
2023-11-29,90164,LA Metro,10,7,,0,2023,11,2,0
2018-03-16,90185,LA Metro,7,7,0.0,0,2018,3,4,0
2022-05-03,92680,Orange County,3,2,0.0,1,2022,5,1,0
2024-03-04,92517,Inland Empire,0,1,1.0,1,2024,3,0,0
2020-11-22,90022,LA Metro,8,5,1.0,1,2020,11,6,1
2021-11-16,90062,LA Metro,3,2,0.0,1,2021,11,1,0
2015-04-05,90190,LA Metro,10,7,2.0,0,2015,4,6,1
2018-10-23,92379,Inland Empire,1,1,0.0,1,2018,10,1,0
2024-08-27,92666,Orange County,6,3,0.0,2,2024,8,1,0
2024-07-14,92613,Orange County,8,5,,0,2024,7,6,1
2021-09-29,92680,Orange County,3,2,0.0,0,2021,9,2,0
2017-03-27,92663,Orange County,0,0,1.0,0,2017,3,0,0
2025-07-04,92601,Orange County,3,5,1.0,1,2025,7,4,0
2018-09-16,90011,LA Metro,4,5,1.0,1,2018,9,6,1
2021-07-25,92392,InlandEmpire,7,3,0.0,1,2021,7,6,1
2016-12-10,92672,Orange County,5,3,1.0,0,2016,12,5,1
2023-06-21,92315,Inland Empire,10,4,0.0,0,2023,6,2,0
2019-08-28,92744,Orange County,4,3,1.0,3,2019,8,2,0
2017-09-16,92721,Orange County,0,1,1.0,0,2017,9,5,1
2017-03-30,92666,Orange County,1,0,2.0,1,2017,3,3,0
2020-02-27,92317,Inland Empire,28,19,1.0,1,2020,2,3,0
2024-02-18,92534,Inland Empire,7,6,0.0,0,2024,2,6,1
2019-07-04,90041,LA Metro,13,11,0.0,1,2019,7,3,0
2019-11-19,93468,Central Coast,1,0,1.0,0,2019,11,1,0
2020-03-19,92578,Inland Empire,7,5,0.0,0,2020,3,3,0
2021-11-15,90092,LA Metro,2,2,1.0,0,2021,11,0,0
2015-05-13,92471,Inland Empire,2,2,3.0,1,2015,5,2,0
2024-10-04,93117,Central Coast,1,2,1.0,2,2024,10,4,0
2019-01-29,92618,Orange County,1,0,,0,2019,1,1,0
2021-07-10,92316,InlandEmpire,3,3,0.0,2,2021,7,5,1
2024-05-18,90082,LA Metro,1,2,2.0,0,2024,5,5,1
2018-06-18,90149,LA Metro,5,7,2.0,0,2018,6,0,0
2022-01-10,93134,Central Coast,0,0,0.0,1,2022,1,0,0
2023-10-29,91928,San Diego,1,0,1.0,0,2023,10,6,1
2022-08-17,90001,LA Metro,2,3,1.0,0,2022,8,2,0
2017-05-09,93104,Central Coast,4,5,0.0,0,2017,5,1,0
2025-05-14,92436,Inland Empire,1,2,0.0,1,2025,5,2,0
2015-07-23,91994,San Diego,3,2,,0,2015,7,3,0
2019-12-29,92348,Inland Empire,3,2,3.0,0,2019,12,6,1
2022-03-01,90171,LA Metro,4,5,0.0,0,2022,3,1,0
2015-12-25,91901,San Diego,1,2,0.0,0,2015,12,4,0
2018-06-15,92573,Inland Empire,0,0,1.0,1,2018,6,4,0
2022-09-27,90058,LA Metro,8,11,0.0,0,2022,9,1,0
2015-10-04,92131,San Diego,8,3,0.0,1,2015,10,6,1
2017-05-06,92693,Orange County,3,3,1.0,1,2017,5,5,1
2018-09-24,90158,LA Metro,8,8,1.0,1,2018,9,0,0
2018-10-04,92748,Orange County,3,1,1.0,0,2018,10,3,0
2025-09-17,93190,Central Coast,0,0,3.0,0,2025,9,2,0
2015-03-09,92651,Orange County,5,4,0.0,0,2015,3,0,0
2022-04-04,93427,Central Coast,4,1,0.0,1,2022,4,0,0
2020-01-20,92557,Inland Empire,2,1,1.0,0,2020,1,0,0
2024-05-29,90042,LA Metro,14,10,1.0,0,2024,5,2,0
2016-09-09,90014,LA Metro,4,3,0.0,0,2016,9,4,0
2020-04-23,92692,Orange County,5,3,0.0,0,2020,4,3,0
2023-06-15,92038,San Diego,7,3,2.0,1,2023,6,3,0
2017-10-18,93177,Central Coast,1,1,1.0,0,2017,10,2,0
2020-03-21,90107,LA Metro,0,1,1.0,2,2020,3,5,1
2019-02-13,92629,Orange County,4,2,1.0,0,2019,2,2,0
2024-08-19,92441,Inland Empire,1,0,0.0,0,2024,8,0,0
2022-01-21,90007,LA Metro,0,1,2.0,2,2022,1,4,0
2021-03-30,90127,LA Metro,1,4,0.0,0,2021,3,1,0
2018-11-14,93435,Central Coast,2,2,0.0,0,2018,11,2,0
2016-05-02,90085,LA Metro,3,3,1.0,1,2016,5,0,0
2024-07-28,92152,San Diego,2,2,1.0,1,2024,7,6,1
2022-12-07,92157,San Diego,11,5,2.0,0,2022,12,2,0
2019-11-17,92470,Inland Empire,14,9,0.0,0,2019,11,6,1
2024-11-19,92755,Orange County,0,2,0.0,3,2024,11,1,0
2022-11-13,90044,LA Metro,20,40,0.0,1,2022,11,6,1
2023-11-27,90096,LA Metro,6,7,1.0,0,2023,11,0,0
2015-06-29,92634,Orange County,1,3,1.0,1,2015,6,0,0
2023-05-28,92742,Orange County,3,2,2.0,1,2023,5,6,1
2022-08-14,92710,Orange County,3,2,1.0,1,2022,8,6,1
2016-03-20,90169,LA Metro,9,7,1.0,0,2016,3,6,1
2024-05-24,93487,Central Coast,0,0,1.0,0,2024,5,4,0
2020-01-24,92472,Inland Empire,0,1,1.0,0,2020,1,4,0
2025-06-08,92790,Orange County,1,4,1.0,1,2025,6,6,1
2019-09-03,92704,Orange County,5,3,0.0,0,2019,9,1,0
2024-12-27,92010,San Diego,2,3,0.0,1,2024,12,4,0
2025-05-26,92462,Inland Empire,0,0,0.0,1,2025,5,0,0
2015-03-26,93407,Central Coast,1,1,0.0,0,2015,3,3,0
2025-08-17,92127,SanDiego,9,7,0.0,2,2025,8,6,1
2022-07-02,92353,Inland Empire,1,1,1.0,0,2022,7,5,1
2017-12-14,92461,Inland Empire,0,0,0.0,1,2017,12,3,0
2023-03-26,93438,Central Coast,5,3,1.0,0,2023,3,6,1
2024-06-30,90021,LA Metro,6,6,1.0,0,2024,6,6,1
2017-12-10,93454,Central Coast,9,6,0.0,0,2017,12,6,1
2016-11-27,90039,LA Metro,17,6,0.0,0,2016,11,6,1
2021-08-02,92036,San Diego,6,2,1.0,0,2021,8,0,0
2021-05-31,90063,LA Metro,25,14,0.0,1,2021,5,0,0
2024-11-04,93493,Central Coast,0,3,1.0,1,2024,11,0,0
2023-08-07,92795,Orange County,4,2,0.0,1,2023,8,0,0
2023-07-13,90060,LA Metro,5,5,,0,2023,7,3,0
2021-08-04,92073,San Diego,1,1,1.0,0,2021,8,2,0
2024-03-27,92408,Inland Empire,0,0,1.0,1,2024,3,2,0
2024-08-07,92017,San Diego,3,4,,1,2024,8,2,0
2016-12-18,90118,LA Metro,2,1,1.0,0,2016,12,6,1
2018-09-07,92522,Inland Empire,6,4,1.0,2,2018,9,4,0
2016-03-08,90037,LA Metro,2,2,0.0,0,2016,3,1,0
2016-04-21,93193,Central Coast,2,1,0.0,0,2016,4,3,0
2015-03-30,90089,LA Metro,5,5,2.0,0,2015,3,0,0
2018-12-12,92661,Orange County,3,3,0.0,0,2018,12,2,0
2025-07-16,92606,Orange County,0,0,0.0,1,2025,7,2,0
2024-08-12,90160,LA Metro,2,0,0.0,1,2024,8,0,0
2017-08-06,92689,Orange County,5,7,0.0,0,2017,8,6,1
2016-06-01,92420,Inland Empire,21,21,1.0,1,2016,6,2,0
2021-03-04,92560,Inland Empire,18,7,1.0,0,2021,3,3,0
2023-03-02,91981,San Diego,1,2,0.0,0,2023,3,3,0
2024-07-17,90017,LA Metro,1,1,0.0,0,2024,7,2,0
2016-01-09,90085,LA Metro,3,2,2.0,3,2016,1,5,1
2019-04-07,92306,Inland Empire,2,7,1.0,0,2019,4,6,1
2016-09-16,90150,LA Metro,9,8,1.0,0,2016,9,4,0
2015-12-12,92672,Orange County,1,0,0.0,0,2015,12,5,1
2019-01-05,91984,San Diego,0,1,0.0,0,2019,1,5,1
2022-03-18,92191,San Diego,3,3,0.0,0,2022,3,4,0
2025-06-25,92771,Orange County,1,0,0.0,0,2025,6,2,0
2023-01-22,92666,Orange County,0,0,0.0,0,2023,1,6,1
2015-09-30,90041,LA Metro,3,3,0.0,0,2015,9,2,0
2022-08-01,92004,San Diego,1,2,1.0,0,2022,8,0,0
2024-01-30,90105,LA Metro,6,3,0.0,0,2024,1,1,0
2024-12-23,93430,Central Coast,0,0,0.0,1,2024,12,0,0
2025-07-09,92724,Orange County,0,5,1.0,0,2025,7,2,0
2022-11-11,93407,Central Coast,2,4,0.0,0,2022,11,4,0
2019-01-15,92159,San Diego,11,6,0.0,0,2019,1,1,0
2015-01-26,92453,Inland Empire,5,4,0.0,1,2015,1,0,0
2019-03-10,90155,LA Metro,1,2,,1,2019,3,6,1
2018-05-15,90128,LA Metro,2,1,0.0,0,2018,5,1,0
2022-05-22,93114,Central Coast,3,4,2.0,0,2022,5,6,1
2019-12-08,93461,Central Coast,2,2,1.0,1,2019,12,6,1
2016-03-15,92682,Orange County,2,2,0.0,1,2016,3,1,0
2024-03-16,92670,Orange County,0,2,0.0,0,2024,3,5,1
2022-05-06,91924,San Diego,4,1,1.0,1,2022,5,4,0
2024-08-07,92148,San Diego,1,0,0.0,1,2024,8,2,0
2022-07-28,92566,Inland Empire,2,1,0.0,0,2022,7,3,0
2022-02-13,93106,Central Coast,4,1,0.0,1,2022,2,6,1
2021-10-02,90061,LA Metro,2,1,0.0,0,2021,10,5,1
2019-01-23,90172,LA Metro,7,6,1.0,0,2019,1,2,0
2015-12-07,92428,Inland Empire,0,0,0.0,0,2015,12,0,0
2017-04-01,93406,Central Coast,8,4,0.0,0,2017,4,5,1
2018-09-30,93404,Central Coast,2,1,0.0,1,2018,9,6,1
2023-07-08,93133,Central Coast,2,1,0.0,0,2023,7,5,1
2024-09-07,92027,San Diego,1,1,0.0,2,2024,9,5,1
2021-10-07,92572,Inland Empire,8,3,0.0,0,2021,10,3,0
2018-01-08,92183,San Diego,4,1,1.0,0,2018,1,0,0
2021-04-22,90045,LA Metro,0,1,0.0,0,2021,4,3,0
2023-04-05,92479,Inland Empire,8,7,0.0,0,2023,4,2,0
2016-05-23,90140,LA Metro,7,7,1.0,1,2016,5,0,0
2015-12-23,93409,Central Coast,0,0,1.0,0,2015,12,2,0
2021-11-16,92064,San Diego,1,1,1.0,2,2021,11,1,0
2017-07-15,90110,LA Metro,4,2,0.0,1,2017,7,5,1
2024-07-16,90123,LA Metro,2,4,0.0,0,2024,7,1,0
2025-04-12,93110,Central Coast,1,1,1.0,0,2025,4,5,1
2016-10-13,92116,San Diego,0,1,1.0,1,2016,10,3,0
2017-08-19,92429,Inland Empire,3,2,0.0,1,2017,8,5,1
2017-09-02,90186,LA Metro,1,4,0.0,1,2017,9,5,1
2024-10-17,92392,Inland Empire,4,4,0.0,0,2024,10,3,0
2015-11-27,93112,Central Coast,3,2,0.0,1,2015,11,4,0
2021-03-11,90097,LA Metro,1,1,1.0,0,2021,3,3,0
2023-12-29,92797,Orange County,3,3,1.0,1,2023,12,4,0
2022-08-03,90016,LA Metro,1,2,1.0,1,2022,8,2,0
2017-06-29,92712,Orange County,4,3,0.0,0,2017,6,3,0
2017-02-02,92692,Orange County,7,8,0.0,0,2017,2,3,0
2024-10-15,90125,LA Metro,0,3,0.0,1,2024,10,1,0
2024-12-29,92108,San Diego,5,2,1.0,0,2024,12,6,1
2024-10-02,92170,San Diego,14,13,0.0,0,2024,10,2,0
2025-09-18,92083,San Diego,0,0,0.0,1,2025,9,3,0
2017-08-03,91949,San Diego,1,0,1.0,1,2017,8,3,0
2019-05-14,92162,San Diego,1,0,0.0,0,2019,5,1,0
2019-01-27,92504,Inland Empire,1,2,2.0,1,2019,1,6,1
2020-09-15,92561,Inland Empire,2,1,1.0,0,2020,9,1,0
2023-01-11,93455,Central Coast,3,3,1.0,1,2023,1,2,0
2016-05-09,92186,San Diego,4,4,1.0,0,2016,5,0,0
2024-11-24,90044,LA Metro,19,12,2.0,0,2024,11,6,1
2022-05-22,93491,Central Coast,2,3,1.0,2,2022,5,6,1
2023-05-09,92123,San Diego,2,2,2.0,0,2023,5,1,0
2022-03-14,92315,Inland Empire,7,8,0.0,0,2022,3,0,0
2015-12-22,92363,Inland Empire,3,1,1.0,0,2015,12,1,0
2021-07-01,92130,San Diego,3,3,1.0,0,2021,7,3,0
2019-07-07,92354,Inland Empire,6,5,1.0,0,2019,7,6,1
2016-03-30,92409,Inland Empire,15,16,1.0,0,2016,3,2,0
2017-08-10,92346,Inland Empire,0,1,0.0,1,2017,8,3,0
2019-03-04,92167,San Diego,0,0,0.0,1,2019,3,0,0
2023-01-26,92555,Inland Empire,1,0,0.0,2,2023,1,3,0
2022-06-21,92020,San Diego,2,4,0.0,0,2022,6,1,0
2021-06-01,92388,Inland Empire,3,3,0.0,0,2021,6,1,0
2025-02-07,90042,LA Metro,1,1,0.0,1,2025,2,4,0
2017-04-29,90115,LA Metro,10,5,1.0,0,2017,4,5,1
2024-06-21,93152,Central Coast,0,0,0.0,2,2024,6,4,0
2018-04-01,93104,Central Coast,1,3,2.0,0,2018,4,6,1
2021-07-17,92719,Orange County,0,0,,1,2021,7,5,1
2025-07-16,92347,Inland Empire,3,5,2.0,0,2025,7,2,0
2023-08-13,93455,Central Coast,0,0,2.0,1,2023,8,6,1
2017-02-23,90146,LA Metro,4,4,2.0,0,2017,2,3,0
2025-08-29,92353,Inland Empire,1,0,1.0,1,2025,8,4,0
2017-05-04,92536,Inland Empire,4,2,1.0,1,2017,5,3,0
2025-03-25,92084,San Diego,0,0,2.0,1,2025,3,1,0
2022-01-23,90198,LA Metro,7,2,1.0,0,2022,1,6,1
2016-11-05,92085,San Diego,3,1,1.0,0,2016,11,5,1
2019-02-11,90160,LA Metro,6,8,,0,2019,2,0,0
2017-12-24,92367,Inland Empire,7,4,1.0,0,2017,12,6,1
2019-12-13,93472,Central Coast,3,2,0.0,1,2019,12,4,0
2022-09-22,92769,Orange County,4,4,0.0,0,2022,9,3,0
2020-11-15,92747,Orange County,0,0,1.0,1,2020,11,6,1
2025-03-13,92765,Orange County,0,0,1.0,0,2025,3,3,0
2024-04-02,90033,LA Metro,2,3,1.0,0,2024,4,1,0
2022-05-23,92055,San Diego,9,6,1.0,0,2022,5,0,0
2021-12-07,92192,San Diego,2,3,1.0,1,2021,12,1,0
